,experiment_name,experiment_description,num_anchors,bearing_kappa,bearing_noise_std_deg_approx,sigma_gnss_m,avg_localization_error_m,std_localization_error_m,n_simulations,solver
88,AnchorNoise_VaryAnchors,"Fixed Bearing Noise, Varying Anchor Noise & Number of Anchors",10,100,5.729577951308233,5.0,57.1977714693292,20.03449032026215,2000,odr
89,AnchorNoise_VaryAnchors,"Fixed Bearing Noise, Varying Anchor Noise & Number of Anchors",10,100,5.729577951308233,10.0,40.451293230355816,22.939453759187913,2000,odr
90,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",5,1000,1.8118516357615333,1.0,48.39277584540321,23.360508193977395,2000,odr
91,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",5,1000,1.8118516357615333,5.0,30.438890430416944,21.857606232385898,2000,odr
92,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",5,1000,1.8118516357615333,10.0,50.210800705335494,14.379217733433997,2000,odr
93,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",5,500,2.5623451563018373,1.0,52.45443998006816,21.415635100821113,2000,odr
94,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",5,500,2.5623451563018373,5.0,61.05641084469657,16.211438438927093,2000,odr
95,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",5,500,2.5623451563018373,10.0,54.79340737645471,14.396261135627748,2000,odr
96,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",5,100,5.729577951308233,1.0,59.27490324104755,19.64794044824745,2000,odr
97,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",5,100,5.729577951308233,5.0,48.30431213848445,21.12231957712033,2000,odr
98,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",5,100,5.729577951308233,10.0,39.62548942086751,26.14121652062808,2000,odr
99,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",5,50,8.102846845413955,1.0,46.00046723136347,37.52080173122619,2000,odr
100,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",5,50,8.102846845413955,5.0,54.92820282910847,20.39700089136829,2000,odr
101,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",5,50,8.102846845413955,10.0,56.08721322915115,19.27056369510991,2000,odr
102,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",5,10,18.118516357615334,1.0,67.24502348654173,34.01232327201516,2000,odr
103,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",5,10,18.118516357615334,5.0,74.33061010766221,30.420291636862157,2000,odr
104,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",5,10,18.118516357615334,10.0,74.52733825631083,31.83393468387807,2000,odr
105,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",7,1000,1.8118516357615333,1.0,39.948867089170754,27.848377351392255,2000,odr
106,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",7,1000,1.8118516357615333,5.0,44.99043859315432,14.948140392797704,2000,odr
107,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",7,1000,1.8118516357615333,10.0,65.2141214574874,10.356550321940766,2000,odr
108,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",7,500,2.5623451563018373,1.0,80.9892576418907,9.702355447699432,2000,odr
109,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",7,500,2.5623451563018373,5.0,76.0317180153821,14.503600537742392,2000,odr
110,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",7,500,2.5623451563018373,10.0,46.296476991172305,16.134225728686307,2000,odr
111,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",7,100,5.729577951308233,1.0,86.8156466975955,9.14149607440636,2000,odr
112,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",7,100,5.729577951308233,5.0,64.94939712888757,17.332508826003355,2000,odr
113,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",7,100,5.729577951308233,10.0,69.69651087637945,14.353894732519816,2000,odr
114,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",7,50,8.102846845413955,1.0,65.47106604300409,16.587597167071724,2000,odr
115,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",7,50,8.102846845413955,5.0,71.26825673511482,18.53747963077217,2000,odr
116,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",7,50,8.102846845413955,10.0,83.23789722499464,13.642884469571705,2000,odr
117,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",7,10,18.118516357615334,1.0,74.71874672445989,27.43483734492884,2000,odr
118,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",7,10,18.118516357615334,5.0,88.60669456781784,24.848991394033572,2000,odr
119,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",7,10,18.118516357615334,10.0,83.87999630621614,25.4927600110308,2000,odr
120,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",9,1000,1.8118516357615333,1.0,39.770287200601906,20.426595262041342,2000,odr
121,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",9,1000,1.8118516357615333,5.0,25.50298220111833,19.877812028168883,2000,odr
122,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",9,1000,1.8118516357615333,10.0,21.89100925522087,17.051267030522684,2000,odr
123,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",9,500,2.5623451563018373,1.0,41.221568347880726,16.799255494730545,2000,odr
